rowid,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
5273,183472,Blindspot (New Earth),\/wiki\/Blindspot_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1990, June",1990
5274,345638,Calliope (New Earth),\/wiki\/Calliope_(New_Earth),,Good Characters,,,Female Characters,,Living Characters,2,"1990, July",1990
5275,279668,Carny (New Earth),\/wiki\/Carny_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,2,"1990, September",1990
5276,83014,Christopher Dent (New Earth),\/wiki\/Christopher_Dent_(New_Earth),,Neutral Characters,,,Male Characters,,Living Characters,2,1990,1990
5277,184493,Crimesmith (New Earth),\/wiki\/Crimesmith_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,2,"1990, January",1990
5278,70563,Curtis Base (New Earth),\/wiki\/Curtis_Base_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Green Hair,Male Characters,,Living Characters,2,"1990, July",1990
5279,151857,Darren Jones (New Earth),\/wiki\/Darren_Jones_(New_Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,"1990, August",1990
5280,150710,Decreator (New Earth),\/wiki\/Decreator_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1990, May",1990
5281,314446,Gulacia (New Earth),\/wiki\/Gulacia_(New_Earth),Public Identity,Neutral Characters,Hazel Eyes,Brown Hair,Female Characters,,Living Characters,2,"1990, May",1990
5282,308341,Illya (New Earth),\/wiki\/Illya_(New_Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,2,"1990, May",1990
5283,152291,Kathryn George (New Earth),\/wiki\/Kathryn_George_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,2,"1990, July",1990
5284,304338,Khen-To (New Earth),\/wiki\/Khen-To_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,2,"1990, April",1990
5285,22427,Marleah (New Earth),\/wiki\/Marleah_(New_Earth),Public Identity,Bad Characters,Grey Eyes,Brown Hair,Female Characters,,Living Characters,2,"1990, March",1990
5286,312715,Moish (New Earth),\/wiki\/Moish_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,Homosexual Characters,Living Characters,2,"1990, October",1990
5287,191803,Notional Man (New Earth),\/wiki\/Notional_Man_(New_Earth),,Bad Characters,White Eyes,White Hair,Male Characters,,Living Characters,2,"1990, November",1990
5288,16288,Obatala (New Earth),\/wiki\/Obatala_(New_Earth),,,,,Male Characters,,Living Characters,2,"1990, April",1990
5289,129951,Rafael Santini (New Earth),\/wiki\/Rafael_Santini_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,"1990, January",1990
5290,367433,Scarab (New Earth),\/wiki\/Scarab_(New_Earth),,Bad Characters,,,,,Living Characters,2,"1990, April",1990
5291,130881,Scourge (New Earth),\/wiki\/Scourge_(New_Earth),,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,2,"1990, February",1990
5292,186552,Steven Sharpe V (New Earth),\/wiki\/Steven_Sharpe_V_(New_Earth),,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,2,"1990, July",1990
5293,228259,Trevis (New Earth),\/wiki\/Trevis_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,2,"1990, September",1990
5294,314572,Viro (New Earth),\/wiki\/Viro_(New_Earth),Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,2,"1990, May",1990
5295,165893,Akarl (New Earth),\/wiki\/Akarl_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,2,"1989, March",1989
5296,302925,Azzarene (New Earth),\/wiki\/Azzarene_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,2,"1989, February",1989
5297,344875,Batiri (New Earth),\/wiki\/Batiri_(New_Earth),,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,2,"1989, September",1989
5298,165808,Conrad Mackay (New Earth),\/wiki\/Conrad_Mackay_(New_Earth),,Good Characters,,Black Hair,Male Characters,,Living Characters,2,"1989, October",1989
5299,112349,Dana Rubikskova (New Earth),\/wiki\/Dana_Rubikskova_(New_Earth),Public Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,2,1989,1989
5300,310856,Darius Wayne (New Earth),\/wiki\/Darius_Wayne_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,"1989, May",1989
5301,112328,Esteban Sanchez (New Earth),\/wiki\/Esteban_Sanchez_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,1989,1989
5302,263784,Harmon (New Earth),\/wiki\/Harmon_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1989, November",1989
5303,112353,Inez Luisa (New Earth),\/wiki\/Inez_Luisa_(New_Earth),,Good Characters,,Black Hair,Female Characters,,Living Characters,2,1989,1989
5304,112309,Joshua Barbazon (New Earth),\/wiki\/Joshua_Barbazon_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Homosexual Characters,Living Characters,2,1989,1989
5305,344858,Kadesha Banu (New Earth),\/wiki\/Kadesha_Banu_(New_Earth),,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,2,"1989, May",1989
5306,63709,Kenneth Harbinger (New Earth),\/wiki\/Kenneth_Harbinger_(New_Earth),Secret Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,2,"1989, March",1989
5307,65951,Kirigi (New Earth),\/wiki\/Kirigi_(New_Earth),,Neutral Characters,,White Hair,Male Characters,,Living Characters,2,"1989, March",1989
5308,343962,Lydia (New Earth),\/wiki\/Lydia_(New_Earth),,Good Characters,,Brown Hair,Female Characters,,Living Characters,2,"1989, July",1989
5309,281105,Madame Nature (New Earth),\/wiki\/Madame_Nature_(New_Earth),Public Identity,Good Characters,,,Female Characters,,Living Characters,2,"1989, April",1989
5310,27948,Manuel Castillo (New Earth),\/wiki\/Manuel_Castillo_(New_Earth),,,,Black Hair,Male Characters,,Living Characters,2,"1989, June",1989
5311,217061,Marie (New Earth),\/wiki\/Marie_(New_Earth),Public Identity,Good Characters,,,Female Characters,,Living Characters,2,"1989, June",1989
5312,353047,Marie Saloppe (New Earth),\/wiki\/Marie_Saloppe_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,2,"1989, January",1989
5313,66547,Mister Sprynt (New Earth),\/wiki\/Mister_Sprynt_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1989, November",1989
5314,297537,Pelle (New Earth),\/wiki\/Pelle_(New_Earth),,Good Characters,,White Hair,Female Characters,,Deceased Characters,2,"1989, January",1989
5315,263357,Ravager II (New Earth),\/wiki\/Ravager_II_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,"1989, October",1989
5316,28715,Rudolpho Valentino (New Earth),\/wiki\/Rudolpho_Valentino_(New_Earth),,,,Blond Hair,Male Characters,,Living Characters,2,"1989, September",1989
5317,344867,Shalimar (New Earth),\/wiki\/Shalimar_(New_Earth),,Good Characters,,,Female Characters,,Living Characters,2,"1989, June",1989
5318,151612,Terrence Carbone (New Earth),\/wiki\/Terrence_Carbone_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,"1989, June",1989
5319,282708,Volunteer (New Earth),\/wiki\/Volunteer_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1989, October",1989
5320,15880,Ahpuch (New Earth),\/wiki\/Ahpuch_(New_Earth),,,,,Male Characters,,Living Characters,2,"1988, August",1988
5321,311897,Andrew Haskell (New Earth),\/wiki\/Andrew_Haskell_(New_Earth),Public Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,2,"1988, December",1988
5322,343999,Calyce (New Earth),\/wiki\/Calyce_(New_Earth),,Good Characters,,Brown Hair,Female Characters,,Living Characters,2,1988,1988
5323,4962,Clipper (New Earth),\/wiki\/Clipper_(New_Earth),Secret Identity,,,,Male Characters,,Living Characters,2,"1988, December",1988
5324,344001,Consivia (New Earth),\/wiki\/Consivia_(New_Earth),,Good Characters,,,Female Characters,,Deceased Characters,2,1988,1988
5325,130915,Edward Arling (New Earth),\/wiki\/Edward_Arling_(New_Earth),Public Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1988, February",1988
5326,311937,Edward Lawton (New Earth),\/wiki\/Edward_Lawton_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,2,"1988, December",1988
5327,4066,Eric Gunderson (New Earth),\/wiki\/Eric_Gunderson_(New_Earth),,,,Blond Hair,Male Characters,,Living Characters,2,"1988, March",1988
5328,311933,Genevieve Pitt (New Earth),\/wiki\/Genevieve_Pitt_(New_Earth),Public Identity,Bad Characters,,,Female Characters,,Deceased Characters,2,"1988, November",1988
5329,311932,George Lawton (New Earth),\/wiki\/George_Lawton_(New_Earth),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Deceased Characters,2,"1988, December",1988
5330,186658,Goldstar (New Earth),\/wiki\/Goldstar_(New_Earth),,Bad Characters,Grey Eyes,,Female Characters,,Living Characters,2,"1988, February",1988
5331,186940,Hellbender (New Earth),\/wiki\/Hellbender_(New_Earth),,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,"1988, February",1988
5332,187527,Jaculi II (New Earth),\/wiki\/Jaculi_II_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Deceased Characters,2,"1988, September",1988
5333,4061,Jarrett Parker (New Earth),\/wiki\/Jarrett_Parker_(New_Earth),Public Identity,,,Brown Hair,Male Characters,,Living Characters,2,"1988, March",1988
5334,304335,Joanqin (New Earth),\/wiki\/Joanqin_(New_Earth),,Good Characters,,Orange Hair,Female Characters,,Living Characters,2,"1988, February",1988
5335,4064,Karin Preus (New Earth),\/wiki\/Karin_Preus_(New_Earth),,,,Red Hair,Female Characters,,Living Characters,2,"1988, March",1988
5336,333530,Kelor (New Earth),\/wiki\/Kelor_(New_Earth),Public Identity,Neutral Characters,Photocellular Eyes,,Genderless Characters,,Living Characters,2,"1988, February",1988
5337,307675,Kent Thurston (New Earth),\/wiki\/Kent_Thurston_(New_Earth),Secret Identity,Good Characters,Black Eyes,Blond Hair,Male Characters,,Deceased Characters,2,"1988, May",1988
5338,199937,Lawrence Gonzalez (New Earth),\/wiki\/Lawrence_Gonzalez_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,"1988, July",1988
5339,156940,Manticore II (New Earth),\/wiki\/Manticore_II_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,2,"1988, September",1988
5340,83628,Matvei Rodor (New Earth),\/wiki\/Matvei_Rodor_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,2,"1988, March",1988
5341,9411,Mnemoth (New Earth),\/wiki\/Mnemoth_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1988, January",1988
5342,134536,Mongo Krebs (New Earth),\/wiki\/Mongo_Krebs_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,2,"1988, July",1988
5343,382042,Nikolai Latikov (New Earth),\/wiki\/Nikolai_Latikov_(New_Earth),,,,,Male Characters,,Deceased Characters,2,"1988, January",1988
5344,4051,Owen Slade (New Earth),\/wiki\/Owen_Slade_(New_Earth),,,,Grey Hair,Male Characters,,Living Characters,2,"1988, February",1988
5345,83837,Rikkard Rynders (New Earth),\/wiki\/Rikkard_Rynders_(New_Earth),,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,2,"1988, April",1988
5346,234280,Salima Baranizar (New Earth),\/wiki\/Salima_Baranizar_(New_Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Deceased Characters,2,"1988, January",1988
5347,4935,Sally Milton (New Earth),\/wiki\/Sally_Milton_(New_Earth),Public Identity,,Auburn Hair,,Female Characters,,Living Characters,2,"1988",1988
5348,312245,Sen-M (New Earth),\/wiki\/Sen-M_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,2,"1988, January",1988
5349,140099,Shawn Rogers (New Earth),\/wiki\/Shawn_Rogers_(New_Earth),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,2,"1988, May",1988
5350,140102,Slats Mehlville (New Earth),\/wiki\/Slats_Mehlville_(New_Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,2,"1988, May",1988
5351,213451,Sweryn Kania (New Earth),\/wiki\/Sweryn_Kania_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,2,"1988, February",1988
5352,194096,Thunder II (New Earth),\/wiki\/Thunder_II_(New_Earth),Secret Identity,Bad Characters,,Strawberry Blond Hair,Male Characters,,Living Characters,2,"1988, February",1988
5353,140101,Timothy Simms (New Earth),\/wiki\/Timothy_Simms_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,"1988, May",1988
5354,344004,Venilia (New Earth),\/wiki\/Venilia_(New_Earth),,Good Characters,,,Female Characters,,Living Characters,2,1988,1988
5355,311898,Wes Anselm (New Earth),\/wiki\/Wes_Anselm_(New_Earth),Public Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,2,"1988, December",1988
5356,343954,Acantha (New Earth),\/wiki\/Acantha_(New_Earth),,Good Characters,,,Female Characters,,Living Characters,2,"1987, November",1987
5357,284950,AR-N-O-Q (New Earth),\/wiki\/AR-N-O-Q_(New_Earth),Secret Identity,Good Characters,,,Male Characters,,Deceased Characters,2,1987,1987
5358,248338,Bruks (New Earth),\/wiki\/Bruks_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,2,1987,1987
5359,15102,Charger (New Earth),\/wiki\/Charger_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1987, July",1987
5360,15103,Deuce (New Earth),\/wiki\/Deuce_(New_Earth),,Bad Characters,,,Female Characters,,Living Characters,2,"1987, July",1987
5361,311648,Eyra-L (New Earth),\/wiki\/Eyra-L_(New_Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,2,"1987, December",1987
5362,186259,Fusion (New Earth),\/wiki\/Fusion_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1987, September",1987
5363,186949,Homeless Avenger (New Earth),\/wiki\/Homeless_Avenger_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,2,"1987, December",1987
5364,309617,Jason Krinnski (New Earth),\/wiki\/Jason_Krinnski_(New_Earth),Secret Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,"1987, January",1987
5365,110514,Johnny Vitti (New Earth),\/wiki\/Johnny_Vitti_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,2,"1987, February",1987
5366,311748,Kan-Z (New Earth),\/wiki\/Kan-Z_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,2,"1987, December",1987
5367,127841,Lawrence Chin (New Earth),\/wiki\/Lawrence_Chin_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,2,"1987, October",1987
5368,139559,Nurse Rench (New Earth),\/wiki\/Nurse_Rench_(New_Earth),,Bad Characters,,Black Hair,Female Characters,,Living Characters,2,"1987, October",1987
5369,311647,Ran-L (New Earth),\/wiki\/Ran-L_(New_Earth),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,2,"1987, December",1987
5370,248430,Shingo Wol (New Earth),\/wiki\/Shingo_Wol_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,2,1987,1987
5371,129681,Spaulding (New Earth),\/wiki\/Spaulding_(New_Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,2,"1987, September",1987
5372,346638,Ulysses Trevor (New Earth),\/wiki\/Ulysses_Trevor_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,2,"1987, October",1987
5373,3825,William Schmitz (New Earth),\/wiki\/William_Schmitz_(New_Earth),,Good Characters,,Grey Hair,Male Characters,,Living Characters,2,"1987, August",1987
5374,3657,Wizened Sage (New Earth),\/wiki\/Wizened_Sage_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,1987,1987
5375,331470,Benjamin Lindgren (New Earth),\/wiki\/Benjamin_Lindgren_(New_Earth),Public Identity,Good Characters,,Brown Hair,Male Characters,,Deceased Characters,2,"1986, May",1986
5376,189517,Caitiff (New Earth),\/wiki\/Caitiff_(New_Earth),Public Identity,Neutral Characters,White Eyes,Brown Hair,Male Characters,,Deceased Characters,2,"1986, March",1986
5377,27557,Dropded (New Earth),\/wiki\/Dropded_(New_Earth),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,"1986, June",1986
5378,213358,Jose Montez (New Earth),\/wiki\/Jose_Montez_(New_Earth),,,,Black Hair,Male Characters,,Living Characters,2,"1986, September",1986
5379,215027,Luri Hoshid (New Earth),\/wiki\/Luri_Hoshid_(New_Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,2,"1986, May",1986
5380,253124,Makaira (New Earth),\/wiki\/Makaira_(New_Earth),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,2,"1986, February",1986
5381,331469,Martin Kramer (New Earth),\/wiki\/Martin_Kramer_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,2,"1986, May",1986
5382,161468,Nelson Mandutu (New Earth),\/wiki\/Nelson_Mandutu_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,2,"1986, August",1986
5383,303696,Rasa Nekroy (New Earth),\/wiki\/Rasa_Nekroy_(New_Earth),,Good Characters,,,,,Living Characters,2,1986,1986
5384,183511,Bonfire (New Earth),\/wiki\/Bonfire_(New_Earth),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,2,"1985, August",1985
5385,130105,Mustapha Maksai (New Earth),\/wiki\/Mustapha_Maksai_(New_Earth),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,2,"1985, January",1985
5386,180760,Peter Lomax (New Earth),\/wiki\/Peter_Lomax_(New_Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,"1985, April",1985
5387,337485,Prince Ruby (New Earth),\/wiki\/Prince_Ruby_(New_Earth),Public Identity,Good Characters,Red Eyes,Red Hair,Male Characters,,Living Characters,2,"1985, July",1985
5388,144837,Quentin Quantis (New Earth),\/wiki\/Quentin_Quantis_(New_Earth),,,Red Eyes,Grey Hair,Male Characters,,Living Characters,2,"1985, July",1985
5389,193957,Anthor Stoneaxe (New Earth),\/wiki\/Anthor_Stoneaxe_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1984, June",1984
5390,183487,Blowdart (New Earth),\/wiki\/Blowdart_(New_Earth),,Bad Characters,,,,,Living Characters,2,"1984, June",1984
5391,365535,Charles Chase (New Earth),\/wiki\/Charles_Chase_(New_Earth),Public Identity,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,2,"1984, January",1984
5392,184507,Cryonic Man (New Earth),\/wiki\/Cryonic_Man_(New_Earth),,Bad Characters,,,Male Characters,,Deceased Characters,2,"1984, January",1984
5393,127844,Joshua Champion (New Earth),\/wiki\/Joshua_Champion_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1984, October",1984
5394,286862,Kwo Varrikk (New Earth),\/wiki\/Kwo_Varrikk_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,2,"1984, June",1984
5395,191808,Nunchaku (New Earth),\/wiki\/Nunchaku_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1984, June",1984
5396,173206,Peter Farley (New Earth),\/wiki\/Peter_Farley_(New_Earth),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,2,"1984, January",1984
5397,212817,Philip Rothstein (New Earth),\/wiki\/Philip_Rothstein_(New_Earth),,,,Brown Hair,Male Characters,,Living Characters,2,"1984, March",1984
5398,193246,Shuriken (New Earth),\/wiki\/Shuriken_(New_Earth),,Bad Characters,,,,,Living Characters,2,"1984, June",1984
5399,129943,Sturges Hellstrom (Earth-One),\/wiki\/Sturges_Hellstrom_(Earth-One),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,2,"1984, August",1984
5400,333092,Synnar (New Earth),\/wiki\/Synnar_(New_Earth),Public Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,2,"1984, November",1984
5401,63194,Wrath (Earth-One),\/wiki\/Wrath_(Earth-One),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,2,"1984, June",1984
5402,171038,Agent Orange (New Earth),\/wiki\/Agent_Orange_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1983, October",1983
5403,247718,Ard Rennat (New Earth),\/wiki\/Ard_Rennat_(New_Earth),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,2,"1983, September",1983
5404,183493,Blue Damsel Fly (New Earth),\/wiki\/Blue_Damsel_Fly_(New_Earth),,Bad Characters,,Red Hair,Female Characters,,Living Characters,2,"1983, October",1983
5405,183715,Cableman (New Earth),\/wiki\/Cableman_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1983, October",1983
5406,139013,Chance (New Earth),\/wiki\/Chance_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,"1983, August",1983
5407,184072,Chimera I (New Earth),\/wiki\/Chimera_I_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1983, October",1983
5408,184575,Darkstar (New Earth),\/wiki\/Darkstar_(New_Earth),,Bad Characters,,,,,Living Characters,2,"1983, October",1983
5409,302996,Edward Trane (New Earth),\/wiki\/Edward_Trane_(New_Earth),,Good Characters,,White Hair,Male Characters,,Deceased Characters,2,"1983, February",1983
5410,186656,Golden Web (New Earth),\/wiki\/Golden_Web_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1983, July",1983
5411,139014,Harrow (New Earth),\/wiki\/Harrow_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1983, August",1983
5412,219082,Lodar Monak (New Earth),\/wiki\/Lodar_Monak_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,2,"1983, November",1983
5413,8324,Majistra (New Earth),\/wiki\/Majistra_(New_Earth),Public Identity,Bad Characters,Gold Eyes,Black Hair,Female Characters,,Living Characters,2,"1983, February",1983
5414,303601,Margaret Carle (New Earth),\/wiki\/Margaret_Carle_(New_Earth),,Bad Characters,,Brown Hair,Female Characters,,Living Characters,2,"1983, January",1983
5415,219078,Meeno Monak (New Earth),\/wiki\/Meeno_Monak_(New_Earth),,Good Characters,,,Male Characters,,Deceased Characters,2,"1983, November",1983
5416,190412,Metalliferro (New Earth),\/wiki\/Metalliferro_(New_Earth),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2,"1983, November",1983
5417,192270,Pod (New Earth),\/wiki\/Pod_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1983, July",1983
5418,337215,Princess Emerald I (New Earth),\/wiki\/Princess_Emerald_I_(New_Earth),,,Green Eyes,Brown Hair,Female Characters,,Deceased Characters,2,"1983, August",1983
5419,139015,Risque (New Earth),\/wiki\/Risque_(New_Earth),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,2,"1983, August",1983
5420,193228,Serpentina (New Earth),\/wiki\/Serpentina_(New_Earth),,Bad Characters,,Black Hair,Female Characters,,Living Characters,2,"1983, October",1983
5421,193596,Solar Dynamo (New Earth),\/wiki\/Solar_Dynamo_(New_Earth),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,"1983, October",1983
5422,193638,Spyderr (New Earth),\/wiki\/Spyderr_(New_Earth),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,"1983, October",1983
5423,194128,Trojan (New Earth),\/wiki\/Trojan_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1983, October",1983
5424,3037,Bison-Black-As-Midnight-Sky (New Earth),\/wiki\/Bison-Black-As-Midnight-Sky_(New_Earth),Public Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,,Deceased Characters,2,"1982, June",1982
5425,183126,Black Assassin (Earth-Two),\/wiki\/Black_Assassin_(Earth-Two),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,2,"1982, April",1982
5426,183466,Blade (New Earth),\/wiki\/Blade_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1982, December",1982
5427,184063,Chain Master (New Earth),\/wiki\/Chain_Master_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1982, December",1982
5428,184270,Colonel Blimp (New Earth),\/wiki\/Colonel_Blimp_(New_Earth),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,2,"1982, October",1982
5429,127940,David Rennington (New Earth),\/wiki\/David_Rennington_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,2,"1982, January",1982
5430,29202,Derek Reston (New Earth),\/wiki\/Derek_Reston_(New_Earth),Public Identity,,,Black Hair,Male Characters,,Living Characters,2,"1982, July",1982
5431,186159,Feathered Serpent (Earth-Two),\/wiki\/Feathered_Serpent_(Earth-Two),,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,2,"1982, January",1982
5432,240514,Headmaster (Earth-One),\/wiki\/Headmaster_(Earth-One),Secret Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,2,"1982, June",1982
5433,330635,Jesus of Nazareth (New Earth),\/wiki\/Jesus_of_Nazareth_(New_Earth),,Good Characters,,Brown Hair,Male Characters,,Living Characters,2,"1982, March",1982
5434,188536,Kaleidoscope (New Earth),\/wiki\/Kaleidoscope_(New_Earth),,Bad Characters,,,Female Characters,,Living Characters,2,"1982, December",1982
5435,127999,Louis Yagger (New Earth),\/wiki\/Louis_Yagger_(New_Earth),Public Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,2,"1982, May",1982
5436,189300,Marauder Clone (New Earth),\/wiki\/Marauder_Clone_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1982, November",1982
5437,218905,Quarzz Teranh (New Earth),\/wiki\/Quarzz_Teranh_(New_Earth),Public Identity,Good Characters,Red Eyes,Brown Hair,Male Characters,,Deceased Characters,2,"1982, April",1982
5438,193726,Squid (New Earth),\/wiki\/Squid_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1982, February",1982
5439,194611,Whitefire (New Earth),\/wiki\/Whitefire_(New_Earth),,Bad Characters,,,Male Characters,,Living Characters,2,"1982, July",1982
5440,210974,Wylxa (New Earth),\/wiki\/Wylxa_(New_Earth),,Good Characters,,Red Hair,Male Characters,,Living Characters,2,"1982, September",1982
5441,44713,Coker (New Earth),\/wiki\/Coker_(New_Earth),,Good Characters,,,Male Characters,,Living Characters,2,"1981, July",1981
5442,307730,Conrad Bloch (New Earth),\/wiki\/Conrad_Bloch_(New_Earth),Public Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,2,"1981, March",1981
5443,38970,Klaus Kristin (New Earth),\/wiki\/Klaus_Kristin_(New_Earth),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,2,"1981, July",1981
