rowid,YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List
1483,2008,Journalist,11/11/08,Media,Thomas L. Friedman
1484,2008,Business magnate,11/12/08,Business,T. Boone Pickens
1485,2008,television host,11/13/08,Media,Bill O'Reilly
1486,2008,journalist,11/17/08,Media,David Frost
1487,2008,actor,11/18/08,Acting,Denis Leary
1488,2008,editor,11/19/08,Media,Jon Meacham
1489,2008,Stand-up comedian,11/20/08,Comedy,Richard Belzer
1490,2008,biographer,11/3/08,Media,Doris Kearns Goodwin
1491,2008,,11/4/08,,Indecision 2008 Live Election Night Special
1492,2008,television host,11/5/08,Media,Chris Wallace
1493,2008,actor,11/6/08,Acting,Paul Rudd
1494,2008,actress,12/1/08,Acting,Anne Hathaway
1495,2008,comedian,12/10/08,Comedy,Don Rickles
1496,2008,actor,12/11/08,Acting,Philip Seymour Hoffman
1497,2008,journalist,12/2/08,Media,Calvin Trillin
1498,2008,author,12/3/08,Media,Arianna Huffington
1499,2008,Film director,12/4/08,Media,Ron Howard
1500,2008,Author,12/8/08,Media,Matthew Alexander
1501,2008,Former Governor of Arkansas,12/9/08,Politician,Mike Huckabee
1502,2008,author,2/11/08,Media,Philip Shenon
1503,2008,commentator,2/12/08,Media,Bill Kristol
1504,2008,author,2/13/08,Media,Mark Siegel
1505,2008,writer,2/14/08,Media,Lee Siegel
1506,2008,Former United States Secretary of State,2/26/08,Politician,Madeleine Albright
1507,2008,professor,2/27/08,Academic,Allen Guelzo
1508,2008,journalist,2/28/08,Media,Brian Williams
1509,2008,Comedian,2/4/08,Comedy,Stephen Colbert
1510,2008,television host,2/5/08,Media,Chris Wallace
1511,2008,Journalist,2/6/08,Media,Tom Brokaw
1512,2008,Writer,2/7/08,Media,Laton McCartney
1513,2008,military,3/10/08,Military,Lt. Gen. William B. Caldwell
1514,2008,political advocate,3/11/08,Advocacy,Grover G. Norquist
1515,2008,Journalist,3/12/08,Media,Ronald Kessler
1516,2008,former white house press secretary,3/13/08,Political Aide,Dana Perino
1517,2008,author,3/17/08,Media,Brian Fagan
1518,2008,economist,3/18/08,Academic,Jeffrey Sachs
1519,2008,former us senator,3/19/08,Politician,Arlen Specter
1520,2008,journalist,3/20/08,Media,Alex Kingsbury
1521,2008,former us secretary of state,3/3/08,Politician,Hillary Clinton
1522,2008,us secretary of defense,3/31/08,Politician,Chuck Hagel
1523,2008,activist,3/4/08,Advocacy,Ralph Nader
1524,2008,Author,3/5/08,Media,Martin Fletcher
1525,2008,Former U.S. senator,3/6/08,Politician,Tom Daschle
1526,2008,Neuroscientist,4/1/08,Science,Simon LeVay
1527,2008,journalist,4/10/08,Media,Aram Roston
1528,2008,screenwriter,4/14/08,Media,Judd Apatow
1529,2008,law professor,4/15/08,Academic,Jack Goldsmith
1530,2008,Journalist,4/16/08,Media,Peter Steinfels
1531,2008,actress,4/17/08,Acting,Uma Thurman
1532,2008,Author,4/2/08,Media,William Safire
1533,2008,us president,4/21/08,Politician,Barack Obama
1534,2008,director,4/22/08,Media,John Waters
1535,2008,journalist,4/23/08,Media,Howard Fineman
1536,2008,actor,4/24/08,Acting,Colin Firth
1537,2008,presidnet,4/28/08,Politician,President Jimmy Carter
1538,2008,Former U.S. Representative,4/29/08,Politician,Newt Gingrich
1539,2008,actor,4/3/08,Acting,George Clooney
1540,2008,Editor,4/30/08,Media,Robert Schlesinger
1541,2008,actor,4/7/08,Acting,Nathan Lane
1542,2008,journalist,4/8/08,Media,Cokie Roberts
1543,2008,Journalist,4/9/08,Media,Steve Coll
1544,2008,former governor of vermont,5/1/08,Politician,Howard Dean
1545,2008,university professor,5/12/08,Academic,Douglas J. Feith
1546,2008,former white house press secretary,5/13/08,Political Aide,Bill Moyers
1547,2008,journalist,5/14/08,Media,John Harwood
1548,2008,actor,5/15/08,Acting,Denis Leary
1549,2008,Author,5/27/08,Media,Matt Taibbi
1550,2008,security expert,5/28/08,Consultant,Fred Burton
1551,2008,Adviser,5/29/08,Consultant,Richard A. Clarke
1552,2008,former majority leader,5/5/08,Politician,Harry Reid
1553,2008,journalist,5/6/08,Media,Fareed Zakaria
1554,2008,us senator,5/7/08,Politician,John McCain
1555,2008,professor,5/8/08,Academic,David D. Perlmutter
1556,2008,activist,6/10/08,Advocacy,Ralph Reed
1557,2008,author,6/11/08,Media,Rick Shenkman
1558,2008,Journalist,6/12/08,Media,Richard Engel
1559,2008,attorney,6/16/08,Misc,David Iglesias
1560,2008,Journalist,6/17/08,Media,Lara Logan
1561,2008,actor,6/18/08,Acting,Steve Carell
1562,2008,actor,6/19/08,Acting,Mike Myers
1563,2008,Former White House Press Secretary,6/2/08,Political Aide,Scott McClellan
1564,2008,actor,6/23/08,Acting,James McAvoy
1565,2008,journalist,6/24/08,Media,James Harding
1566,2008,rock band,6/25/08,Musician,Coldplay
1567,2008,Broadcaster,6/26/08,Media,Ted Koppel
1568,2008,humorist,6/3/08,Media,David Sedaris
1569,2008,broadcaster,6/4/08,Media,Barbara Walters
1570,2008,actor,6/5/08,Acting,Adam Sandler
1571,2008,former us senator,6/9/08,Politician,Jim Webb
1572,2008,journalist,7/14/08,Media,Andrew Ward
1573,2008,actor,7/15/08,Acting,Pierce Brosnan
1574,2008,analyst,7/16/08,Consultant,Kenneth Pollack
1575,2008,actress,7/17/08,Acting,Maggie Gyllenhaal
1576,2008,Author,7/21/08,Media,Richard Bitner
1577,2008,actor,7/22/08,Acting,Will Ferrell and John C. Reilly
1578,2008,actor,7/22/08,Acting,Will Ferrell and John C. Reilly
1579,2008,author,7/23/08,Media,T.J. English
1580,2008,television host,7/24/08,Media,Geo Beach
1581,2008,former speaker of the the house,7/28/08,Politician,Rep. Nancy Pelosi
1582,2008,author,7/29/08,Media,Bill Bishop
1583,2008,author,7/30/08,Media,Ben Wattenberg
1584,2008,journalist,7/31/08,Media,Brian Williams
1585,2008,Journalist,8/11/08,Media,Ron Suskind
1586,2008,former us senator,8/12/08,Politician,Mel Martinez
1587,2008,journalist,8/13/08,Media,Philip P. Pan
1588,2008,actor,8/14/08,Acting,Ben Stiller
1589,2008,United States Senator,8/26/08,Politician,Tim Kaine
1590,2008,former governor of vermont,8/27/08,Politician,Howard Dean
1591,2008,former senator,8/28/08,Politician,Evan Bayh
1592,2008,0,8/29/08,,(no guest)
1593,2008,actor,8/4/08,Acting,Dennis Hopper
1594,2008,actor,8/5/08,Acting,Seth Rogen
1595,2008,us senator,8/6/08,Politician,Chuck Schumer
1596,2008,television host,8/7/08,Media,David Gregory
1597,2008,journalist,9/15/08,Media,Barton Gellman
1598,2008,Comedian,9/16/08,Comedy,Ricky Gervais
1599,2008,actress,9/17/08,Acting,Charlize Theron
1600,2008,Former British Prime Minister,9/18/08,Politician,Tony Blair
1601,2008,journalist,9/2/08,Media,Brian Williams
1602,2008,us president,9/23/08,Politician,Bill Clinton
1603,2008,film actor,9/24/08,Acting,Aaron Eckhart
1604,2008,journalist,9/25/08,Media,Bob Schieffer
1605,2008,journalist,9/29/08,Media,Hooman Majd
1606,2008,Former U.S. Representative,9/3/08,Politician,Newt Gingrich
1607,2008,comedian,9/30/08,Comedy,Bill Maher
1608,2008,Former Governor of Arkansas,9/4/08,Politician,Mike Huckabee
1609,2008,0,9/5/08,,(no guest)
1610,2009,author,1/12/09,Media,Maxwell Kennedy
1611,2009,actor,1/13/09,Acting,Daniel Craig
1612,2009,journalist,1/14/09,Media,Fareed Zakaria
1613,2009,editor,1/15/09,Media,Bethany McLean
1614,2009,JOURNALIST,1/19/09,Media,Abderrahim Foukara
1615,2009,canon,1/20/09,Clergy,Rt. Rev. V. Gene Robinson
1616,2009,correspondent,1/21/09,Media,David Sanger
1617,2009,actor,1/22/09,Acting,Liam Neeson
1618,2009,presidnet,1/26/09,Politician,President Jimmy Carter
1619,2009,journalist,1/27/09,Media,Gwen Ifill
1620,2009,Astrophysicist,1/28/09,Science,Neil DeGrasse Tyson
1621,2009,Political Scientist,1/29/09,Consultant,P. W. Singer
1622,2009,television host,1/5/09,Media,David Gregory
1623,2009,Author,1/6/09,Media,Michael Wolff
1624,2009,television host,1/7/09,Media,Rachel Maddow
1625,2009,former white house press secretary,1/8/09,Political Aide,Dana Perino
1626,2009,comedian,10/1/09,Comedy,Joy Behar
1627,2009,former governor of arizona,10/12/09,Politician,Janet Napolitano
1628,2009,aviator,10/13/09,Misc,Chesley Sullenberger
1629,2009,author,10/14/09,Media,Barbara Ehrenreich
1630,2009,author,10/15/09,Media,Jennifer Burns
1631,2009,Stand-up comedian,10/26/09,Comedy,Susie Essman
1632,2009,economist,10/27/09,Academic,Steven Levitt
1633,2009,activist,10/28/09,Advocacy,Dr. Mustafa Barghouti and Anna Baltzer
1634,2009,public speaker,10/28/09,Misc,Dr. Mustafa Barghouti and Anna Baltzer
1635,2009,Comedian,10/29/09,Comedy,Wanda Sykes
1636,2009,Author,10/5/09,Media,Sarah Vowell
1637,2009,United States Secretary of the Navy,10/6/09,Politician,Ray Mabus
1638,2009,Innovator,10/7/09,Academic,William Kamkwamba
1639,2009,television host,10/8/09,Media,David Gregory
1640,2009,Tennis player,11/10/09,Athletics,Serena Williams
1641,2009,musician,11/11/09,Musician,Clarence Clemons
1642,2009,primatologist,11/12/09,Science,Jane Goodall
1643,2009,journalist,11/16/09,Media,Jake Adelstein
1644,2009,vice president,11/17/09,Politician,Joe Biden
1645,2009,television personality,11/18/09,Media,Lou Dobbs
1646,2009,rock band,11/19/09,Musician,Jack's Mannequin
1647,2009,us senator,11/2/09,Politician,Bob Menendez
1648,2009,political strategist,11/3/09,Consultant,David Plouffe
1649,2009,Journalist,11/30/09,Media,Maziar Bahari
1650,2009,former vice president,11/4/09,Politician,Al Gore
1651,2009,United States Ambassador to the United Nations,11/5/09,Government,Susan Rice
1652,2009,Former United States Senator,11/9/09,Politician,Kit Bond
1653,2009,journalist,12/1/09,Media,Thomas Friedman
1654,2009,journalist,12/10/09,Media,Gwen Ifill
1655,2009,actress,12/14/09,Acting,Sigourney Weaver
1656,2009,Former United States Secretary of Transportation,12/15/09,Politician,Ray LaHood
1657,2009,actor,12/16/09,Acting,Hugh Grant
1658,2009,Professional Road Racing Cyclist,12/2/09,Athletics,Lance Armstrong
1659,2009,Journalist,12/3/09,Media,Michael Specter
1660,2009,journalist,12/7/09,Media,Dan Rather
1661,2009,Former Governor of Arkansas,12/8/09,Politician,Mike Huckabee
1662,2009,journalist,12/9/09,Media,Andrew Ross Sorkin
1663,2009,journalist,2/10/09,Media,Thomas Ricks
1664,2009,professor,2/11/09,Academic,Daniel Sperling
1665,2009,former governor of new hampshire,2/12/09,Politician,John Sununu
1666,2009,former director of the national economic counscil,2/2/09,Government,Lawrence Lindsey
1667,2009,business magnate,2/23/09,Business,Jeff Bezos
1668,2009,Comedian,2/24/09,Comedy,Ricky Gervais
1669,2009,actor,2/25/09,Acting,Tom Selleck
1670,2009,journalist,2/26/09,Media,Brian Williams
1671,2009,actor,2/3/09,Acting,Dev Patel
1672,2009,author,2/4/09,Media,Karen Greenberg
1673,2009,Author,2/5/09,Media,Randall Balmer
1674,2009,Writer,2/9/09,Media,Walter Isaacson
1675,2009,author,3/10/09,Media,Craig Mullaney
1676,2009,actor,3/11/09,Acting,Paul Rudd
1677,2009,television personality,3/12/09,Media,Jim Cramer
1678,2009,military,3/16/09,Military,Gen. Richard B. Myers
1679,2009,actor,3/17/09,Acting,Ian McShane
1680,2009,Entrepreneur,3/18/09,Business,Nandan Nilekani
1681,2009,musician,3/19/09,Musician,Bruce Springsteen
1682,2009,scientist,3/2/09,Science,Harold Varmus
1683,2009,Former Associate Justice of the Supreme Court of the United States,3/3/09,Government,Sandra Day O'Connor
1684,2009,commentator,3/30/09,Media,Jack Cafferty
1685,2009,actor,3/31/09,Acting,Seth Rogen
1686,2009,journalist,3/4/09,Media,Joe Nocera
1687,2009,actor,3/5/09,Acting,Billy Crudup
1688,2009,author,3/9/09,Media,Nathaniel Frank
1689,2009,Former Director of the Office of Management and Budget,4/1/09,Government,Peter R. Orszag
1690,2009,Baseball athlete,4/14/09,Athletics,Ron Darling
1691,2009,us senator,4/15/09,Politician,Elizabeth Warren
1692,2009,actor,4/16/09,Acting,Ben Affleck
1693,2009,Author,4/2/09,Media,Tom Zoellner
1694,2009,Professor,4/20/09,Academic,Reza Aslan
1695,2009,president of liberia,4/21/09,Politician,Ellen Johnson Sirleaf
1696,2009,author,4/22/09,Media,Philip Alcabes
1697,2009,Historian,4/23/09,Academic,Richard Beeman
1698,2009,lawyer,4/27/09,Misc,Christine Lagarde
1699,2009,journalist,4/28/09,Media,Clifford May
1700,2009,biographer,4/29/09,Media,Doris Kearns Goodwin
1701,2009,actor,4/30/09,Acting,Hugh Jackman
1702,2009,actor,4/6/09,Acting,Michael J. Fox
1703,2009,first lady of egypt,4/7/09,Politician,Jehan Al Sadat
1704,2009,Minority Leader of the United States House of Representatives,4/8/09,Politician,Nancy Pelosi
1705,2009,Writer,4/9/09,Media,William D. Cohan
1706,2009,scholar,5/11/09,Academic,Frank Partnoy
1707,2009,actor,5/12/09,Acting,Tom Hanks
1708,2009,author,5/13/09,Media,Husain Haqqani
1709,2009,EPA administrator,5/14/09,Government,Lisa P. Jackson
1710,2009,Racing driver,5/18/09,Athletics,Sarah Fisher
1711,2009,Former U.S. Representative,5/19/09,Politician,Newt Gingrich
1712,2009,attorney,5/20/09,Misc,Elizabeth Edwards
1713,2009,television host,5/21/09,Media,Larry King
1714,2009,actor,5/4/09,Acting,Denis Leary
1715,2009,journalist,5/5/09,Media,Fareed Zakaria
1716,2009,white house sommunications director,5/6/09,Political Aide,George Stephanopoulos
1717,2009,Former United States Secretary of the Interior,5/7/09,Politician,Ken Salazar
1718,2009,journalist,6/1/09,Media,Bob Woodruff
1719,2009,Businessman,6/10/09,Business,Saad Mohseni
1720,2009,journalist,6/11/09,Media,Katie Couric
1721,2009,actor,6/15/09,Acting,Ed Helms
1722,2009,Writer,6/16/09,Media,Tom Folsom
1723,2009,Journalist,6/17/09,Media,Peter Laufer
1724,2009,Former Governor of Arkansas,6/18/09,Politician,Mike Huckabee
1725,2009,Political satirist,6/2/09,Media,P.J. O'Rourke
1726,2009,basketball player,6/22/09,Athletics,Bill Russell
1727,2009,Comedian,6/23/09,Comedy,Larry David
1728,2009,Professor,6/24/09,Academic,Reza Aslan
1729,2009,actress,6/25/09,Acting,Cameron Diaz
1730,2009,Neurologist,6/29/09,Science,Oliver Sacks
1731,2009,Author,6/3/09,Media,Michael Lewis
1732,2009,Author,6/30/09,Media,Mike Kim
1733,2009,actor,6/4/09,Acting,Will Ferrell
1734,2009,singer,6/8/09,Musician,Gretchen Peters
1735,2009,Financier,6/9/09,Business,Peter Schiff
1736,2009,journalist,7/1/09,Media,Justin Fox
1737,2009,former us representative,7/13/09,Politician,Barney Frank
1738,2009,professor,7/14/09,Academic,Peter Mancall
1739,2009,former hhs secretary,7/15/09,Politician,Kathleen Sebelius
1740,2009,commentator,7/16/09,Media,Robert Glennon
1741,2009,Screenwriter,7/2/09,Media,Robert Kenner
1742,2009,journalist,7/20/09,Media,Brian Williams
1743,2009,Former United States Secretary of Energy,7/21/09,Politician,Steven Chu
1744,2009,actor,7/22/09,Acting,Kevin Nealon
1745,2009,Sports Columnist,7/23/09,Media,Sally Jenkins
1746,2009,commentator,7/27/09,Media,Bill Kristol
1747,2009,Band,7/28/09,Musician,Spinal Tap
1748,2009,lawyer,7/29/09,Misc,John R. Bolton
1749,2009,screenwriter,7/30/09,Media,Judd Apatow
1750,2009,author,8/10/09,Media,Douglas Brinkley
1751,2009,economist,8/11/09,Academic,Austan Goolsbee
1752,2009,author,8/12/09,Media,Larry Lawton (skit)[4] and Jeff Sharlet (interview)
1753,2009,journalist,8/12/09,Media,Larry Lawton (skit)[4] and Jeff Sharlet (interview)
1754,2009,actress,8/13/09,Acting,Rachel McAdams
1755,2009,stand-up comedian,8/17/09,Comedy,David Cross
1756,2009,author,8/18/09,Media,Christopher McDougall
1757,2009,Consultant,8/19/09,Political Aide,Tim Gunn
1758,2009,american politician,8/20/09,Politician,Betsy McCaughey
1759,2009,Journalist,8/3/09,Media,Ronald Kessler
1760,2009,former us representative,8/4/09,Politician,Henry Waxman (D-CA)
1761,2009,actor,8/5/09,Acting,Paul Giamatti
1762,2009,swimmer,8/6/09,Athletics,Dara Torres
1763,2009,basketball player,9/14/09,Athletics,LeBron James
1764,2009,actor,9/15/09,Acting,Matt Damon
1765,2009,Comedian,9/16/09,Comedy,Ricky Gervais
1766,2009,president,9/17/09,Politician,President Bill Clinton
1767,2009,Academic,9/22/09,Academic,Vali Nasr
1768,2009,Former Governor of Pennsylvania,9/23/09,Politician,Tom Ridge
1769,2009,Former Governor of Illinois,9/24/09,Politician,Rod Blagojevich
1770,2009,professor,9/28/09,Academic,Bruce Bueno de Mesquita
1771,2009,Former U.S. Congressman,9/29/09,Politician,Ron Paul
1772,2009,writer,9/30/09,Media,Jon Krakauer
1773,2010,lawyer,1/11/10,Misc,John Yoo
1774,2010,Editor,1/12/10,Media,Paul Ingrassia
1775,2010,musician,1/13/10,Musician,Ringo Starr and The Ben Harper Band
1776,2010,rock band,1/13/10,Musician,Ringo Starr and The Ben Harper Band
1777,2010,Journalist,1/14/10,Media,Tom Brokaw
1778,2010,comptroller of the us,1/18/10,Government,David M. Walker
1779,2010,actor,1/19/10,Acting,Colin Firth
1780,2010,writer,1/20/10,Media,Jim Wallis
1781,2010,actress,1/21/10,Acting,Julie Andrews
1782,2010,busines magnate,1/25/10,Business,Bill Gates
1783,2010,us senator,1/26/10,Politician,Elizabeth Warren
1784,2010,journalist,1/27/10,Media,Ethan Watters
1785,2010,biographer,1/28/10,Media,Doris Kearns Goodwin
1786,2010,Author,1/4/10,Media,Michael Pollan
1787,2010,film director,1/5/10,Media,George Lucas
1788,2010,military,1/6/10,Military,Michael Mullen
1789,2010,actress,1/7/10,Acting,Maggie Gyllenhaal
1790,2010,stunt perfomrer,10/11/10,Acting,Johnny Knoxville
1791,2010,former mjority leader,10/12/10,Politician,Eric Cantor
1792,2010,former us secretary of state,10/13/10,Politician,Condoleezza Rice
1793,2010,writer,10/14/10,Media,David Rakoff
1794,2010,economist,10/25/10,Academic,Austan Goolsbee
1795,2010,Former United States Senator,10/26/10,Politician,Ted Kaufman
1796,2010,president,10/27/10,Politician,President Barack Obama
1797,2010,,10/28/10,,none
1798,2010,Author,10/4/10,Media,Sam Harris
1799,2010,actor,10/5/10,Acting,Bruce Willis
1800,2010,Writer,10/6/10,Media,Philip Dray
1801,2010,actress,10/7/10,Acting,Naomi Watts
1802,2010,Stand-up comedian,11/1/10,Comedy,Zach Galifianakis
1803,2010,Professional Wrestler,11/10/10,Athletics,Mick Foley
1804,2010,actress,11/11/10,Acting,Rosario Dawson
1805,2010,Track and field athlete,11/15/10,Athletics,Marion Jones
1806,2010,editor,11/16/10,Media,Bethany McLean and Joe Nocera
1807,2010,journalist,11/16/10,Media,Bethany McLean and Joe Nocera
1808,2010,rapper,11/17/10,Musician,Jay-Z
1809,2010,Lawyer,11/18/10,Misc,Philip K. Howard
1810,2010,Historian,11/2/10,Academic,Michael Beschloss
1811,2010,actor,11/29/10,Acting,Judah Friedlander
1812,2010,television host,11/3/10,Media,Chris Wallace
1813,2010,Author,11/30/10,Media,Susan Casey
1814,2010,humorist,11/4/10,Media,David Sedaris
1815,2010,Former Governor of Texas,11/8/10,Politician,Rick Perry
1816,2010,actor,11/9/10,Acting,Harrison Ford
1817,2010,musician,12/1/10,Musician,Sting
1818,2010,former british prime minister,12/13/10,Politician,Gordon Brown
1819,2010,Comedian,12/14/10,Comedy,Ricky Gervais
1820,2010,actor,12/15/10,Acting,Paul Rudd
1821,2010,Former Governor of Arkansas,12/16/10,Politician,Mike Huckabee
1822,2010,Author,12/2/10,Media,Stacy Schiff
1823,2010,military officer,12/6/10,Military,Hugh Shelton
1824,2010,actor,12/7/10,Acting,Seth Green
1825,2010,actress,12/8/10,Acting,Michelle Williams
1826,2010,writer,12/9/10,Media,Edmund Morris
1827,2010,economist,2/1/10,Academic,Austan Goolsbee
1828,2010,Baseball player,2/10/10,Athletics,Willie Mays
1829,2010,actor,2/11/10,Acting,Lee Daniels
1830,2010,journalist,2/2/10,Media,Brian Williams
1831,2010,Comedian,2/22/10,Comedy,Ricky Gervais
1832,2010,comedian,2/23/10,Comedy,Jeff Garlin
1833,2010,actor,2/24/10,Acting,Tracy Morgan
1834,2010,us representative,2/25/10,Politician,Rep. James Clyburn
1835,2010,surgeon,2/3/10,Science,Atul Gawande
1836,2010,former us representative,2/4/10,Politician,Anthony Weiner
1837,2010,investment banker,2/8/10,Business,Jenny Sanford
1838,2010,Former U.S. Representative,2/9/10,Politician,Newt Gingrich
1839,2010,Astrophysicist,3/1/10,Science,Neil DeGrasse Tyson
1840,2010,comedian,3/10/10,Comedy,Jerry Seinfeld
1841,2010,journalist,3/11/10,Media,Eamon Javers
1842,2010,Author,3/15/10,Media,Michael Lewis
1843,2010,actor,3/16/10,Acting,Jude Law
1844,2010,actor,3/17/10,Acting,Snoop Dogg
1845,2010,former governor of washington,3/18/10,Politician,Gary Locke
1846,2010,actor,3/2/10,Acting,Robert Pattinson
1847,2010,actor,3/29/10,Acting,Ben Stiller
1848,2010,Writer,3/3/10,Media,Lynne Olson
1849,2010,actor,3/30/10,Acting,Robin Williams
1850,2010,Journalist,3/31/10,Media,Roxana Saberi
1851,2010,actor,3/4/10,Acting,Scott Patterson
1852,2010,accountant,3/8/10,Misc,Harry Markopolos
1853,2010,Author,3/9/10,Media,Marc Thiessen
1854,2010,television host,4/1/10,Media,Liz Claman
1855,2010,actor,4/12/10,Acting,Bryan Cranston
1856,2010,television host,4/13/10,Media,Rachel Maddow
1857,2010,Diplomat,4/14/10,Government,Richard Burt
1858,2010,actor,4/15/10,Acting,Tracy Morgan
1859,2010,us representative,4/19/10,Politician,John Dingell
1860,2010,author,4/20/10,Media,John M. O'Hara
1861,2010,author,4/21/10,Media,Fred Pearce
1862,2010,actress,4/22/10,Acting,Zoe Saldana
1863,2010,EPA administrator,4/26/10,Government,Lisa P. Jackson
1864,2010,author,4/27/10,Media,Richard Whittle
1865,2010,Former Mayor of Cincinnati,4/28/10,Politician,Ken Blackwell
1866,2010,actor,4/29/10,Acting,Michael Caine
1867,2010,Professor,4/5/10,Academic,Reza Aslan
1868,2010,author,4/6/10,Media,Captain Richard Phillips
1869,2010,actor,4/7/10,Acting,Steve Carell
1870,2010,journalist,4/8/10,Media,David Remnick
1871,2010,historian,5/10/10,Academic,Jack Rakove
1872,2010,Journalist,5/11/10,Media,Sebastian Junger
1873,2010,Director,5/12/10,Media,Michael Patrick King
1874,2010,political scientist,5/13/10,Consultant,Ian Bremmer
1875,2010,journalist,5/3/10,Media,Jonathan Eig
1876,2010,Former First Lady of the United States,5/4/10,Politician,Rosalynn Carter
1877,2010,editor,5/5/10,Media,Jon Meacham
1878,2010,Chef,5/6/10,Misc,Mario Batali
1879,2010,aei president,6/1/10,Advocacy,Arthur C. Brooks
1880,2010,Former Governor of Minnesota,6/10/10,Politician,Tim Pawlenty
1881,2010,actress,6/14/10,Acting,Betty White
1882,2010,professor,6/15/10,Academic,James M. Tabor
1883,2010,comedian,6/16/10,Comedy,Louis C.K.
1884,2010,former us senator,6/17/10,Politician,Fred Thompson
1885,2010,actor,6/2/10,Acting,Morgan Freeman
1886,2010,film director,6/21/10,Media,Josh Fox
1887,2010,actress,6/22/10,Acting,Cameron Diaz
1888,2010,physician,6/23/10,Science,Dr. Connie Mariano
1889,2010,actor,6/24/10,Acting,Adam Sandler and Chris Rock
1890,2010,comedian,6/24/10,Comedy,Adam Sandler and Chris Rock
1891,2010,former senior advisor to the presidnet,6/28/10,Political Aide,David Axelrod
1892,2010,actor,6/29/10,Acting,Helen Mirren
1893,2010,actor,6/3/10,Acting,Jonah Hill
1894,2010,soccer player,6/30/10,Athletics,Landon Donovan and Bob Bradley
1895,2010,soccer manager,6/30/10,Athletics,Landon Donovan and Bob Bradley
1896,2010,actor,6/7/10,Acting,John C. Reilly
1897,2010,author,6/8/10,Media,Christopher Hitchens
1898,2010,Geneticist,6/9/10,Academic,Spencer Wells
1899,2010,author,7/1/10,Media,Jere Van Dyk
1900,2010,Author,7/26/10,Media,William Rosen
1901,2010,journalist,7/27/10,Media,Fareed Zakaria
1902,2010,writer,7/28/10,Media,Robert O'Connell
1903,2010,actor,7/29/10,Acting,Liev Schreiber
1904,2010,actor,7/5/10,Acting,Denis Leary
1905,2010,actress,7/6/10,Acting,Julianne Moore
1906,2010,writer,7/7/10,Media,Daniel Okrent
1907,2010,Novelist,7/8/10,Media,Marilynne Robinson
1908,2010,actor,8/10/10,Acting,Jason Bateman
1909,2010,actress,8/11/10,Acting,Laura Linney
1910,2010,rock band,8/12/10,Musician,Arcade Fire
1911,2010,actress,8/16/10,Acting,Emma Thompson
1912,2010,former us representative,8/17/10,Politician,Dick Armey
1913,2010,author,8/18/10,Media,Edward P. Kohn
1914,2010,actress,8/19/10,Acting,Jennifer Aniston
1915,2010,Author,8/2/10,Media,Mary Roach
1916,2010,Former Governor of Illinois,8/23/10,Politician,Rod Blagojevich
1917,2010,journalist,8/24/10,Media,Brian Williams
1918,2010,actress,8/25/10,Acting,Drew Barrymore
1919,2010,Former Mayor of New York City,8/26/10,Politician,Michael Bloomberg
1920,2010,actor,8/3/10,Acting,Will Ferrell (The interview also featured Rob Riggle
1921,2010,journalist,8/4/10,Media,Bruce B. Henderson
1922,2010,university professor,8/5/10,Academic,Akbar Ahmed
1923,2010,actor,9/13/10,Acting,Ben Affleck
1924,2010,Former British Prime Minister,9/14/10,Politician,Tony Blair
1925,2010,actor,9/15/10,Acting,Jon Hamm
1926,2010,president,9/16/10,Politician,President Bill Clinton
1927,2010,presidnet,9/20/10,Politician,President Jimmy Carter
1928,2010,actress,9/21/10,Acting,Sigourney Weaver
1929,2010,actor,9/22/10,Acting,Edward Norton
1930,2010,king,9/23/10,Politician,H.M. Abdullah II
1931,2010,television host,9/27/10,Media,Bill O'Reilly
1932,2010,author,9/28/10,Media,Arianna Huffington
1933,2010,journalist,9/29/10,Media,Linda Polman
1934,2010,singer-songwriter,9/30/10,Musician,Justin Timberlake
1935,2010,Consultant,9/7/10,Political Aide,Tim Gunn
1936,2010,United States Senator,9/8/10,Politician,Tim Kaine
1937,2010,Columnist,9/9/10,Media,Meghan McCain
1938,2011,actor,1/10/11,Acting,Denis Leary
1939,2011,actor,1/11/11,Acting,Colin Firth
1940,2011,Former Governor of Minnesota,1/12/11,Politician,Tim Pawlenty
1941,2011,Film director,1/13/11,Media,Ron Howard
1942,2011,Broadcaster,1/17/11,Media,Peter Bergen
1943,2011,Astrophysicist,1/18/11,Science,Neil deGrasse Tyson
1944,2011,Baseball player,1/19/11,Athletics,Paul Clemens
1945,2011,political satirist,1/20/11,Media,Kambiz Hosseini and Saman Arbabi
1946,2011,journalist,1/20/11,Media,Kambiz Hosseini and Saman Arbabi
1947,2011,author,1/24/11,Media,Anand Giridharadas
1948,2011,actor,1/25/11,Acting,James Franco
1949,2011,journalist,1/26/11,Media,Jonathan Alter
1950,2011,Business magnate,1/27/11,Business,T. Boone Pickens
1951,2011,actor,1/3/11,Acting,Paul Giamatti
1952,2011,busines magnate,1/31/11,Business,Bill Gates
1953,2011,United States Senator,1/4/11,Politician,Kirsten Gillibrand
1954,2011,internet entrepreneur,1/5/11,Business,Jimmy Wales
1955,2011,Stand-up comedian,1/6/11,Comedy,Patton Oswalt
1956,2011,journalist,10/17/11,Media,Ellen Schultz
1957,2011,journalist,10/18/11,Media,Calvin Trillin
1958,2011,minister,10/19/11,Clergy,Al Sharpton
